year,rating,review,roberta_neg,roberta_neu,roberta_pos
2023,5,"It's really mind-blowing how low of the prices the flights are for this app. What's even more amazing is the best deals seem to all come from this app. I've tried other flight websites and I stumbled upon you all, when I say absolute best prices that's exactly what I mean, especially if you are planning a trip in advance. Try it you won't ever be disappointed",-2.2882511615753174,-0.6086817979812622,3.624077558517456
2023,4,"I really like the kayak app.. it's great for finding prices for many different booking sites. The problem is the search error issue still hasn't been fixed after all these years. Sometimes when I search flights it will only pull about 10 to 20% of the results. Instead of kayak saying ""search error"" it just displays the results with the majority of the flights missing. There's no easy way to get it to search again either, once it thinks it has all the results it just keeps showing the same.",0.11581610143184662,0.09696058928966522,-0.10670550912618637
2023,2,"The app no longer works for hotel searches. For the past 6 months everytime i search for a hotel, it floods my list with hotels that arent available for the selected dates. I never find one hotel available until i scroll past 100 unavailable listings. On top of this huge error/glitch, there is no way to quickly contact customer service, it is impossible to contact Kayak through their app, i spent an hour trying to find a ""contact"" button or phone number or email. Big waste of time over and over.",2.7589735984802246,-0.3683815002441406,-2.4429736137390137
2022,3,"I find Kayak to have the most customizable flight alerts. It's still the only service I know of to offer flexible dates on searches. However, functionality is not great. For ex when i get push notifications for a low price, it doesn't bring me to the alert. I have to manually navigate to the saved search and sometimes i can't even find the low price i was alerted to. Plus there doesn't seem to be a way to opt out of email alerts.",1.3096572160720825,0.148765429854393,-1.5184465646743774
2021,2,"In the past the app has been pretty accurate with prices. But there's a huge bug in the saved trips right now, where most of the prices in those lists are not refreshing. I have to click on the flight (if it even lets me, doesn't always) to go see what the actual price is, but even then I see the old price when I return to the saved trip. This started after this last update.",1.1369417905807495,0.296810120344162,-1.5242995023727417
2019,5,"Does as well as any other app and better than any I've tried, including the over-advertised Trivago. Love the ability to track any flight (even see where it is enroute) and the ability to view all departures and arrivals for ALL flights at any airport. I also like the fly to anywhere feature that will show current best rates all over the country, displayed on a map. It also keeps track of all past trips and total miles travelled. I can't think of any negatives.",-2.2068045139312744,-0.2796635627746582,3.0903210639953613
2021,5,"This app exceeds my expectations. I'm a first time traveler and Kayak has helped me stay organized, keep me up to date and everything in one place. Alot less stress on my part. Instead of trying to remember what app I used for what reservation and having to search through troves of emails I can just go to kayak and with a few clicks I have every important piece of information. Absolutely love it and recommend it. Especially for first time travelers who have no experience in this area.",-1.9183199405670166,-0.4890308082103729,3.02341628074646
2019,2,"It used to be really good, but recently it's just awful. They often direct you to book at shady sites, half the time the price they show isn't actually available when you try to book (just repeatedly keeps saying ""Booking failed"" and suggesting trying again, without ever actually updating the prices), it's incredibly slow, and arguably worst of all, doesn't show the best deals, even when Skyscanner or the airlines' own sites do.",2.590132236480713,-0.349463552236557,-2.3634235858917236
2019,5,"i really like that you can have an open ended destination. i like to take short jaunts here and there, so it helps me pick where to go. I do wish there was a way to set up email alerts with more specific criteria. instead of staying within a certain radius, i would like to stay outside a radius - in my case, i don't want anything within 1K miles. but it is an easy app to use and the notifications are actually helpful and not overbearing in frequency.",-1.504892349243164,0.1016552746295929,1.6417572498321533
2021,1,"This app is just rip-off garbage! First, it doesn't show you the final price of a hotel, so what you end up paying could easily be twice what's shown. Then the hotels this app shows aren't always there. Often, when you click on a hotel to see the ""deal"", the actual cost shown by the hotel is much more. The app doesn't let you filter, and the sort order is simply ""trust us"". This means they shows hotels that have paid a fee higher in the order. I've used the Kayak website before, which is why I downloaded and used the app on a recent trip to Florida (what a mistake!). The website is helpful and useful, and I'll probably continue to use it, but I uninstalled the app while on my trip. My advice - unless you have money falling out of your pockets, don't use this app.",0.6134068369865417,0.12125922739505768,-0.7924883365631104
2019,5,"Great app, best feature is that it shows total hotel cost including tax and fees that are typically hidden and hard to find. I wish it had the price chart feature and general dest like ""Europe"" similar to Google flights. What most travel companies dont understand, is that people typically had a target budget but not a specific destination. Imagine an app being able to search: Two week trip, must leave Fri, must be back on Sun, Non-stop flights, Europe, anytime in the next 6 months.",-0.7763922810554504,0.15266889333724976,0.842603862285614
2019,1,"After the break and fix, it's back to unusable. UPDATE : Kayak must have put a fix in. Works great now, as always. I especially like the explorer function. Normally a great app, but the new update makes the app hang. When it eventually starts, I can't log in with email. The login with email button spins. Once Il actually put in my user name and password, but ""submit"" button was grayed out. Literally unusable.",-0.1594310998916626,0.06095089018344879,0.27095454931259155
2020,5,"Great little app that's always responsive when you need it. I always check for prices here before I purchase a trip, book a hotel or car rental. I have not used the trip activities section but I understand it is very extensive as well. I also love how easy it is to track all my trip related information no matter where I buy it from. Highly recommended.",-2.038517713546753,-0.59198397397995,3.3695054054260254
2020,5,"Love the ""Trips"" option to email all the ticket confirmations to Kayak and have the app to organize and save them into an itenerary. So nice to have everything in one spot and have reminders of when to check-in. Kayak even told me about a delay and gate change before the airline contacted me. Great job Kayak! I have recommended the app to my friends/family who have multiple flights and events to keep up with. My favorite travel app! Please keep it free and have a transparent privacy policy.",-2.1225674152374268,-0.49096307158470154,3.262988567352295
2019,1,"Scam. Getting significantly higher prices for identical flights at the same time as my friend right next to me. Tested this several times: two phones, same search query, different results. I happen to fly a lot and spend more on airlines; and my prices come out over $200 higher than my friend's for the same international flights. Scammed me out of hundreds of dollars this way. Use Google flights through an anonymous browser window instead.",1.45852530002594,0.2170230895280838,-1.7425975799560547
2023,1,"Fake prices, add taxes and $10 to every advertised price. Kayak advertises hotel rates at $58 but only for Agoda. Any other booking agent site add $40 so sorting from low to high does not work. When you click on it none of the rates are $58 it's 68 then add $10 for tax and hotel fees. What you usually get is a $78 hotel infested with bed bugs and claims of breakfast, a gym and pool when that is not the case. Agoda advertising rates on kayak are a joke good luck getting those.",1.7602765560150146,0.16614507138729095,-2.0171797275543213
2019,4,Great overall experience. But I can't stand that it tracks when you're looking for a certain flight and then keeps raising the price. It's very unprofessional to present a certain price and then change it to a higher one when you click it. If that continues I will book my flights elsewhere,2.2860214710235596,-0.1689702272415161,-2.2186691761016846
2019,2,"The application has declined. The dates on the flight options show only 3 digits, not 4. So, November 21 shows as 11/2 not 11/22. You have to click on the option to know what date is indicated. Also, on the calendar, for various dates, such as +/- 3 days, the calendar shows brackets for only - 3 days. Finally, the application often fails to complete a search. It just ""times out.""",2.142597198486328,0.11760758608579636,-2.3360848426818848
2023,1,"Went out of my way to actually give you a star. App been preforming really bad lately, slow and sluggish In the search bar it won't show you the country/airport you typed unless it's been searched before while the app was actually working, so basically you can't search new places or nothing if you cleared the app. Will change when fixed, but right now unusable Thanks",2.535308599472046,-0.2842710018157959,-2.3129665851593018
2023,2,"This review is for using the trip planner in the app. It is a nice idea but hard work to use, certainly from my mobile. I kept ending up with multiple trips and had to edit everything from my PC. What would have taken 15 minutes on a spread sheet took over an hour on the app. Another problem was that individual events were in the wrong order. This particularly applied to hotel bookings that used the check-in / check-out times.",0.48263072967529297,0.21574914455413818,-0.636699914932251
2023,1,"Great until last update, I was in one of my trips when I got a prompt to update the app. That trip no longer comes up or displays. On other android phones that I didn't update the app march 2024 trip is there, no issues",-0.65985506772995,0.28170087933540344,0.39528489112854004
2023,1,"I use other apps now. There's no way to reduce alerts to 1-2 a week. So, my inbox gets bombarded with a daily mail. The design was so much better a few years ago when it came to setting alerts. Now, I cannot even find a way to select the same airport to return to. I don't want to return to a different airport if my car is going to be parked at another!",0.9357852935791016,0.10411005467176437,-1.0678021907806396
2023,4,The app is good for a person like me who wants to always travel but on a budget.. best way to find out the cheapest option on a particular time interval. The only drawback i felt was that there is no option for a train journey. Initially the navigation was hard but eventually when u get the hold of it things are understandable.,-1.6277682781219482,0.060007862746715546,1.886748194694519
2023,1,This app is a classic example of BAIT AND SWITCH advertising. The price they bid is not the price you pay. And it's not just the baggage and other options you have during the booking process. There are many better options. Be careful of Kyak,-0.06577381491661072,0.4588974714279175,-0.3848484456539154
2023,3,"This is a great app, but I can only give it three-stars due to its constant resetting of your baggage to zero for each and every search. These kinds of bait and switch tactics are the worst way to treat your customers. Just tell that Sales VP, no. Like everyone else, they should have to actually work for their keep.",1.4399081468582153,-0.04741678759455681,-1.4488451480865479
2023,2,This app is intentionally displaying wrong informations and the search results are therefore useles for me: if i am asking for flights with one or no stop at all why is it showing me as top results flights with 2 or 3 stops even for short flights?,2.3335044384002686,0.037451863288879395,-2.5433738231658936
2023,5,"Great app to build trip itinerary so you know where to be when. The 'show driver' feature when traveling internationally is very handy. Also great to share trip with people so they can track you or know where to be of it is a group trip. Searching feature is also great, especially being able to limit by loyalty program or just look at cheapest, fastest, etc. Highly recommended!",-2.439335823059082,-0.43951520323753357,3.5822701454162598
2023,2,"can't cancel my reservation, super painful UI. called the rental place and they have no idea, made my life worse not better",3.215294361114502,-0.414619505405426,-2.711132049560547
2023,1,"I booked and paid a rental car 5 months in advance, just to arrive in a foreign country on the day of my booking and learn from Europcar that the booking wasn't valid. I had to make a new booking and pay again directly with Europcar so Kayak stole $1000 from me. I've been in contact with them for the past few weeks to get a refund but so far they've just tried to make excuses or shift blame to other parties. These people are scammers and no one should ever use their service!",2.9717299938201904,-0.3439762592315674,-2.626840591430664
2023,3,The flex dates feature is one of the unique attributes kayak offers but the calendar grid selection is frustrating and unintuitive when modifying specific dates. Flight information also isn't always up to date and flights in a trip will appear without a price or the ability to click on them suddenly,1.677384614944458,0.3023867607116699,-2.0617411136627197
2023,4,"Good basic information. It would be nice to know what upgrades are available ( extra leg room, etc.) And cost for each airline, especially for Economy section. Lufthansa posts some of that but prices are not always clear. ""BASIC"" , ""Multiple Fares "" labels are too vague.",-0.21772894263267517,0.5397634506225586,-0.35705554485321045
2023,1,"Don't trust this booking engine, they advertise on their website scamers travel agencies. Yes, I confirm that I have a potential fraud case with a Gotogate travel agency, which I was directed to book flight tickets by kayak engine!",2.9034855365753174,-0.14041227102279663,-2.8857624530792236
2023,4,App itself is OK but you need to get rid of spam listings from people like 'TravelUp' who lie about the price to get you to click their link,0.5846441388130188,0.5761923789978027,-1.3631967306137085
2023,2,Terrible search. It keeps reseting my search criteria every time. I couldn't figure out how to use it or how to look for hotel and flight. Wasted half an hour battling with it and went back to using the Web version. Maybe it my brain that works in the wrong way.,2.512765407562256,-0.2010035216808319,-2.327528953552246
2023,5,"Best way of finding suitable flights when on a flexible schedule! I've been using Kayak for years and there's really nothing better out there. There's so many options to fine-tune the search, not to mention the option to getting a matrix of 7 by 7 days to see which day has the fastest / cheapest / most suitable flights. Highly recommended!",-2.615445852279663,-0.14698101580142975,3.3034255504608154
